URL;TotalViews
http://1000tools.com;0
http://3dhubs.com/;1,903548387
https://www.3rdhome.com/;0,115833333
http://www.9flats.com/;0,600645161
http://actsofsharing.com;0
http://aggregatend.com/beta/;0
http://www.ahparis.com/;0,038571429
http://www.airbnb.com;207,9483871
https://airpooler.com/;0
https://www.airvy-locationdecampingcar.com;0,033
http://www.alkiloo.com/;0,027142857
https://alterkeys.com/;0,042
http://www.alwaysonvacation.com/;0,005
https://www.amovens.com/;2,121290323
http://anyhire.com/;0
http://www.apartmentsapart.com/;0,065619048
http://app.nightswapping.com/en/;0,105666667
https://app.sharehammer.com/;0
http://www.appartager.com/;1,339677419
http://arriendas.cl;0,0125
http://www.asparetoshare.com/;0
http://athomeinfrance.com;0,016
http://www.aussiehouseswap.com.au;0,0575
https://autourdetoi.com;0,043333333
http://backcountryrides.com/;0
http://www.backseatsurfing.com/;0
http://bandwagon.io/;0
http://www.bedycasa.com/;0,300645161
http://bike-sharing.org/;0
http://bj.ppzuche.com/;0,788333333
http://www.blablacar.com;0,367419355
http://www.blablacar.de/;7,65483871
http://www.bnbhero.com/;0,101666667
http://www.boatbay.com/;0,026666667
https://boatbound.co/;0,255483871
http://boaterfly.com;0,127083333
http://www.boatsetter.com;0,088965517
http://www.boatswap.info;0
http://www.bonappetour.com/;0,118846154
http://bookalokal.com/;0,015
http://www.bookcrossing.com/;1,776774194
https://www.bookelo.com;0,003125
http://www.BookLending.com;0,069678571
http://bookserf.com/;0,063333333
http://www.borrowmydoggy.com/;0,35
http://breather.com;0,252258065
http://www.broadsabroad.net;0,075
http://bzike.com/index.php;0
http://cabeasy.com;0
https://www.cabenamala.com.br/;0,02
http://cabify.com;0,448709677
https://www.cameralends.com;0,054166667
http://www.campaya.co.uk;0
http://campinmygarden.com/;0,0855625
http://www.canubring.com;0,141428571
http://carambla.com/;0
https://carclub.easycar.com/;0,63
https://carhood.com.au;0,067
http://carmanation.com;0
http://www.carnextdoor.com.au;0,112758621
https://carnomise.com;0
http://www.caronasolidaria.com/;0,025
http://www.caronetas.com.br/;0,0675
http://www.carpoolarabia.com/;0,011666667
http://www.carpooling.com;0
http://www.carpoolone.com.au;0
http://www.carpoolplaza.be;0
http://www.carpoolworld.com/;0,178548387
http://carshare.org/;0,005909091
http://www.carsharing.ie;0
http://www.carsurfing.com;0
http://www.carticipate.com;0
http://casaversa.com;0,0075
http://www.citiesreference.com/;2,883666667
http://www.citizenshipper.com/;0,0017
http://closetcollective.com;0
https://www.cojetage.com/;0,019
http://www.comborides.com/;0
http://communitygarden.org.au;0
http://compartir.org/;0,021111111
https://www.cookening.com/;0,0406875
http://www.coopiloto.net;0
https://copass.org;0,036555556
https://coride.com;0
http://corp.fon.com/us/;1,332258065
http://www.coseats.com;0,057368421
http://www.costockage.fr/;0,076416667
http://www.couchsurfing.org;0,079290323
http://www.covoiturage-dynamique.eu/;0
http://coworkingproject.com;0,016
http://coworkingsingapore.com/;0,0175
https://www.cozymeal.com/;0,010588235
http://www.crashmypad.com/;0
http://cvtc-nh.org;0
https://cycleswap.nl/;0
http://darenta.ru/en/;0,052
http://www.datemywardrobe.com;0,008
http://de.travelmob.com/;0,273666667
http://desksnear.me/;0,045708333
http://www.desktimeapp.com;0,059111111
http://www.deways.com/;0,02625
http://www.digsville.com;0,044285714
http://divvy.com.au;0
https://www.dreamflat.co.uk/;0
http://DriveHubber.com;0
http://www.drivemycarrentals.com.au;0
http://www.drivy.com;1,152580645
https://www.e-domizil.de;1,805806452
https://www.e-loue.com/;0,236
http://www.easynest.com/;0,024
http://www.eatfeastly.com;0,151724138
http://www.eatwith.com/;0,23
http://www.echangeimmo.com;0
http://embassynetwork.com;0,0832
http://en.homeforhome.com;0,137083333
http://www.erento.com;1,026451613
http://www.erideshare.com;0,03362963
http://es.makoondi.com;0,026666667
http://www.exchangeaway.com/en/;0
http://www.exchangezones.com/;0,013333333
http://ezpark.me/;0
http://ezrvhire.com.au/;0
http://fanbed.com/;0
https://fasten.com;0,116533333
http://www.fieldlover.com;0
http://www.findacarpark.com.au;0,022
http://www.flat-club.com;0,316129032
http://flatpooling.com;0,036666667
https://fleety.com.br;0,103125
https://flightcar.com/;0,21
http://flinc.org/world/;0,058217391
https://www.flipkey.com/;3,82516129
http://www.flipshelf.com/;0
https://flytenow.com/;0,013333333
http://freegler.com;0
http://www.freewheelers.co.uk/index.php;0,015
http://www.frents.com;0
http://fun2boat.com/;0
https://fun2rent.com/;0
http://www.gamedayhousing.com/;0,015
http://garajyeri.com;0,492
http://www.gay-ville.com/;0,044
https://gayhomestays.com;0,035454545
http://gb.intervac-homeexchange.com/;0,124285714
http://www.gearcommons.com/;0
https://gearlope.com/;0
http://www.gearspoke.com;0
http://www.geenee.com;0,01125
http://getaround.com;0,411935484
http://www.getdigsy.com/;0,021807692
http://getmyboat.com/;0,241935484
https://www.getneighbour.com/;0
http://gishigo.com;0
http://gloveler.com;0,073636364
http://go2gether.ca;0
http://gocambio.com;0,045
https://www.gocarma.com/carpool/;0,0387
http://gocarshare.com/;0,01825
http://gomore.dk/;0,409677419
http://www.gottapark.com/;0,0075
http://www.greenriders.fi;0
http://www.gti-home-exchange.com;0,135
http://www.guardianhomeexchange.co.uk;0,204545455
http://www.guesttoguest.com;0,161966667
http://www.gweet.com/;0,034444444
http://hackerspaces.org;0,090482759
http://hailocab.com/;0,04
http://www.halldis.com/;0,105333333
http://hanintel.com/ko/index;0,595333333
http://helpx.net/;2,051612903
http://hemenkiralik.com/;0,350333333
http://www.hirejungle.co.uk;0
http://hirespace.com/;0,180966667
http://www.holidaylettings.co.uk;5,416129032
http://www.holidayrentals.com/;0,003333333
http://www.homeaway.co.uk/;9,151612903
http://www.homeaway.com/;44,14193548
http://www.homebase-hols.com/;0,053
http://www.homeexchange.com;0,998064516
http://www.homeexchange50plus.com/;0,041818182
http://www.homeexchangeplace.com/;0
http://www.homeforexchange.com;0,260333333
http://www.homeforswap.com;0
https://www.homestay.com/;1,002903226
http://www.homeswapper.co.uk;2,561935484
http://www.homewelcome.com;0
http://www.hotdesk.com.au;0
http://www.houseswapholidays.com.au/;0,16
http://www.housetrip.com/;0,97
http://www.huertoscompartidos.com/;0,053333333
http://hyrecar.com;0,024592593
www.i-likelocal.com;0,305
http://www.i-shareit.com;0
http://www.icarpool.com;0,172903226
http://www.icarsclub.com/;0,075454545
https://www.idvroom.com/;0,057931034
http://www.iha.com/;0,137741935
http://www.impossible.com/;0,02
http://www.incrediblue.com/;0,130714286
http://instantcab.com/;0
http://www.interhome.co.uk/;0,154285714
http://intersailclub.com/;0,015
http://www.invented-city.com/;0
http://www.irentshare.com;0,13375
http://www.ivhe.com;0,03
http://www.jayride.com.au/;0
https://www.jelouemoncampingcar.com/;0,201290323
http://www.joinuptaxi.com/;0,024666667
http://www.jumpinstudent.co.uk;0
https://www.justpark.com/;0,723225806
http://www.justshareit.com;0,0175
http://www.kangaride.com/;0,046956522
http://kartag.com;0
http://www.karzoo.eu;0,0075
http://www.kiraguru.com/;0,014666667
www.kitchensurfing.com;0,00825
http://www.kitchit.com/;0,016086957
http://www.knok.com;0,024
http://kozaza.com;9,233333333
http://www.lamachineduvoisin.fr/;0,013285714
http://www.landshare.net;0
http://www.leihdirwas.de;0,021176471
http://lenderise.com;0
http://letsride.in/;0,018571429
https://liftshare.com/;0,138518519
http://liquidspace.com;0,883548387
http://www.literatoo.com;0
http://www.liverightsize.com;0
https://londonluton.liftshare.com/;0,138518519
http://www.lovehomeswap.com;0,326451613
https://www.lyft.com/;6,541935484
http://www.magicevent.com/;0
http://www.makexyz.com/;0,09983871
http://mambocar.com;0
https://masinga.com;0,024285714
https://www.mealsharing.com/;0,053157895
http://www.meemeep.com/;0,046
http://www.meerijden.nu/;0
http://mermix.gr;0,938571429
http://www.miet24.de/;0,251935484
https://minbildinbil.dk/;0
http://minivacationers.com/;0
http://www.misterbnb.com/en/index.html;0,848181818
http://www.monsieurparking.com;0,118928571
http://www.movebubble.com/;0,101612903
http://www.my-apartment-in-paris.com/;0
http://myhostpitality.com/en;0,021666667
http://myhostpitality.com/;0,021666667
http://MyNeighbor.com;0
http://mysdroom.com;0
http://www.mytwinplace.com;0,086774194
https://mywheels.nl/;0,044375
https://needyt.com/;0
http://neighborhoodfruit.com;0,051666667
http://www.niumba.com/;2,791290323
http://www.nomador.com;0,366206897
http://onefinestay.com;0,694193548
http://openmarq.com/;0
http://www.openplay.co.uk;0,021884615
http://www.openshed.com.au/;0,013333333
https://openwireless.org/;0,017136364
http://www.ownerdirect.com;0,133933333
http://www.ownersdirect.co.uk/;6,396774194
http://www.paris-be-a-part-of-it.com/;0
http://www.paris-sharing.com;0
http://www.parkatmyhouse.com;0
http://www.parkcirca.com;0,0225
http://parkflyrent.nl/;0
http://parkhound.com.au/;0,0736
http://www.ParkingCarma.com;0
http://www.parkingmadeeasy.com.au/;0,023625
http://www.parkingpanda.com/;0,981612903
http://parkmyvan.com.au/;0
http://www.parkonmydrive.com/;0,039
http://peerby.com/;0,119285714
https://www.peerspace.com/;0,361612903
http://pendlernetz.de/;0
http://petsodia.com/host-search.php;0,1725
http://pickapp.co.il/;0
https://plateculture.com/;0,122
http://poolcircle.com/;0,025454545
http://www.popupbrands.com.au;0,01
http://www.private-holiday.com/;0
https://propaloo.com/;0
http://www.qraft.com/;0
https://www.rci.com;11,93870968
http://www.redawning.com/;0,1704
http://www.relayrides.com;0,043846154
http://rentalo.com;0,039631579
http://www.rentandshare.co;0
http://www.rentaurus.com/;0
http://www.rentcharlie.com/;0
http://www.rentecarlo.com;0,028333333
http://rentez-vous.com/;0
http://www.rentingpoint.com/;0,015555556
http://rentini.com/en;0
https://rentlikeachampion.com;0,061
http://rentmama.com/car-rental;0,01
http://rentmarket.eu;0,006
http://rentmydress.ie/;0,036666667
http://www.rentmyitems.com;0,01
http://www.rentoid.com;0,025
http://rentongo.com/;0,253548387
http://rentsher.com/;1,101333333
https://www.rentything.com/;0,018
http://rewear.co/;0,03
http://www.ridebuzz.org;0,003
http://rideIT.in;0,073
http://rideler.com;0,03
http://www.ridematch.511.org/SanFrancisco;0,569677419
http://www.rideshareonline.com/;0,020481481
http://www.ridester.com/;0,01852381
http://www.ripenear.me/about;0,033111111
http://www.roadsharing.com;0
https://room4exchange.com/en/;0,13375
https://www.roomertravel.com/;0,227354839
http://roomnhouse.com;0,035
http://roomorama.com/;0,559677419
https://roost.com/;0,075769231
http://rvshare.com/;1,315806452
https://rvwithme.com/;0,011
http://sabbaticalhomes.com;0,310322581
http://www.sabbatix.com;0
http://www.safelystay.com/;0
http://www.sailsquare.com;0,132
http://samenrijden.nl/;0
http://www.samferda.net/;0
http://www.sejourning.com/;0,021428571
http://sharbit.com/;0
http://www.share4friends.com;0
http://shareboat.fr/;0
http://www.sharedearth.com;0
http://www.shareling.com/;0
http://sharely.us;0
http://sharemyfare.com/;0
http://www.sharemystorage.com/;0
http://shareshed.ca/;0
http://sharetown.com;0
http://shareyourmeal.net/;0,02
http://www.shareyourride.net;0,007857143
https://sharoo.com/;0,135217391
http://shipeer.com/;0,039285714
http://shredshare.io/#sthash.40DMLakC.dpbs;0
http://www.side.cr;0,049166667
http://signup.zigair.com/;0
http://www.simplecharters.com/;0,00325
http://www.simplyhomeexchange.com/;0
http://www.sincropool.com;0,045
http://www.skylib.com;0,05
https://sleepout.com;0,04465
http://www.smoovup.com/;0
http://snappcar.nl/;0,309666667
http://www.socialcar.com/;0,178
http://www.sosimpleholidayswaps.com;0
http://www.spaceout.com.au;0,045
http://spacepal.se;0
http://spacified.com;0
http://www.sparefoot.com;0,90483871
http://www.spareground.co.uk;0
http://www.spareroom.co.uk;15,63225806
https://www.spinlister.com/;0,193870968
http://sride.co;0,017647059
http://www.staydu.com/;0,03875
http://www.stayz.com.au/;2,978387097
https://stokeshare.com/;0,01125
http://www.stopsleepgo.com/;0,032181818
https://storemates.co.uk/index.php;0,022222222
http://storenextdoor.com/;0,0035
http://storex.me;0
http://www.streetbank.com;0,134607143
http://streetlend.com/;0
http://suitematch.com;0
http://www.superfred.it;0,05
http://www.surfbreakrentals.com/;0
http://www.swapmycitypad.com/;0
http://www.swapyourshop.com/;0
http://switchhomes.net/;0
https://tagvenue.com;0,019166667
http://www.tamyca.de;0,113866667
http://temacucar.com/;0,049230769
https://www.theroomlink.co.za/;0,02
http://www.thestorefront.com/;0,01336
http://www.thevacationexchange.com;0
http://www.toogethr.com/;0,03
http://tooxme.com/;0
https://trampolinn.com/;0,053571429
http://travelercar.com;0,0293
http://www.travelhomeexchange.com/;0
http://travelingspoon.com/;0,012941176
http://www.tripda.com/;0,01
http://tryloveroom.com/;0
https://tryngo.ch/;0
https://www.twogo.com;0,039294118
http://www.uber.com/;54,77096774
http://www.uguest.com;0,066666667
http://uk.travelmob.com/;0,273666667
http://umno.bg/;0
https://underthedoormat.com;0
http://www.urbangardenshare.org;0
https://www.usetwice.at;0
http://usselfstoragelocator.com;0
http://www.vacationhomerentals.com/;1,94
http://www.vacationrentalpeople.com/;0
http://www.vadrouille-covoiturage.com;0,031875
http://www.velogistics.net/en/;0
http://www.venues.org.uk/;0
http://villageluxe.com;0,091
http://www.vrbo.com;89,7
https://vrumi.com/;0,072857143
http://Warmshowers.org;0,310645161
http://www.waytostay.com/;0,128964286
http://weareonaboat.com;0
http://wecarpool.com/;0
http://www.wepatch.org;0
www.wimdu.com/;1,055483871
https://worldcraze.com;0,01
http://www.wundercar.org/;0
http://Www.homelink.fr;0
http://Www.trocmaison.com;0,208
http://www.yachtico.com;0,079230769
http://www.yolyola.com;0,054545455
http://www.yourhomeformine.com;0
http://yourhomemyhome.com.au;0
http://www.yourparkingspace.co.uk;0,051935484
http://www.zaranga.com/;0
http://zilok.com/;0,366774194
http://www.zimride.com;0,143935484
http://zukbox.com/;0,013111111